"","DIVEID","SPECIES","SIZE_","COUNT","biomass_g","PROJECTEDLENGTH","BIOGM2","ABUNM2","FAMILY","TAXONNAME","TROPHIC_MONREP","REGION","ISLAND","REEF_ZONE","OBS_YEAR","DEPTH"
"3482",200309171,"GYFL",63,1,426.433025832565,2221.38637177,0.0191967066716441,4.50169323404645e-05,"Muraenidae","Gymnothorax flavimarginatus","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3483",200309171,"ELBI",50,1,575.279765427168,2221.38637177,0.0258973302770731,4.50169323404645e-05,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3484",200309171,"SCRU",63,2,10683.6259003199,2221.38637177,0.480944064305534,9.0033864680929e-05,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3485",200309171,"LUBO",63,5,21991.5510462233,2221.38637177,0.989992165509706,0.000225084661702322,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3486",200309171,"TAME",125,2,33984.375,2221.38637177,1.52987231000797,9.0033864680929e-05,"Dasyatidae","Taeniura meyeni","SECONDARY","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3487",200309171,"CHMC",50,1,2097.9725376764,2221.38637177,0.0944442877807312,4.50169323404645e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3488",200309171,"MACO",63,3,10877.0445,2221.38637177,0.489651176320722,0.000135050797021393,"Lutjanidae","Macolor sp","PLANKTIVORE","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3489",200309171,"ELBI",63,8,9037.55758230622,2221.38637177,0.406843118205731,0.000360135458723716,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,14.607458306
"3490",200309172,"CAME",63,1,4549.88961022244,2349.74929588,0.193632981109947,4.25577316590063e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3491",200309172,"LUBO",63,2,8796.62041848932,2349.74929588,0.374364211276204,8.51154633180126e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3492",200309172,"TAME",125,1,16992.1875,2349.74929588,0.723148955924521,4.25577316590063e-05,"Dasyatidae","Taeniura meyeni","SECONDARY","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3493",200309172,"BAVI",63,1,6586.56911253064,2349.74929588,0.280309440844578,4.25577316590063e-05,"Balistidae","Balistoides viridescens","SECONDARY","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3494",200309172,"MAMA",59,1,2977.9955,2349.74929588,0.126736733370728,4.25577316590063e-05,"Lutjanidae","Macolor macularis","PLANKTIVORE","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3495",200309172,"ELBI",63,14,15815.7257690359,2349.74929588,0.67308141327106,0.000595808243226088,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3496",200309172,"NONE",0,0,0,2349.74929588,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Tatsumi","Forereef",2003,18.11295712
"3497",200309173,"NONE",0,0,0,2063.33994038,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Aguijan","Forereef",2003,13.254843425
"3498",200309173,"CAML",125,1,13715.7118267496,2063.33994038,0.664733501171098,4.8465111367729e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.254843425
"3499",200309173,"MACO",50,1,1812.5,2063.33994038,0.0878430143540088,4.8465111367729e-05,"Lutjanidae","Macolor sp","PLANKTIVORE","MARIAN","Aguijan","Forereef",2003,13.254843425
"3500",200309173,"HILO",58,2,7726.4352,2063.33994038,0.374462542443541,9.6930222735458e-05,"Scaridae","Hipposcarus longiceps","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.254843425
"3501",200309173,"MACO",63,1,3625.6815,2063.33994038,0.175719057681415,4.8465111367729e-05,"Lutjanidae","Macolor sp","PLANKTIVORE","MARIAN","Aguijan","Forereef",2003,13.254843425
"3502",200309173,"CHMC",63,4,16517.5445765931,2063.33994038,0.800524637426012,0.000193860445470916,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.254843425
"3503",200309173,"ELBI",63,2,2259.38939557655,2063.33994038,0.109501558679684,9.6930222735458e-05,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.254843425
"3504",200309173,"NATO",63,1,5987.91616707245,2063.33994038,0.290205023897791,4.8465111367729e-05,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.254843425
"3505",200309174,"NONE",0,0,0,2115.74309942,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Aguijan","Forereef",2003,14.403836251
"3506",200309174,"CAML",125,1,13715.7118267496,2115.74309942,0.648269245472647,4.7264717548843e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","MARIAN","Aguijan","Forereef",2003,14.403836251
"3507",200309174,"DIHY",63,1,5421.45439110181,2115.74309942,0.256243510499362,4.7264717548843e-05,"Diodontidae","Diodon hystrix","SECONDARY","MARIAN","Aguijan","Forereef",2003,14.403836251
"3508",200309174,"LUBO",63,1,4398.31020924466,2115.74309942,0.207884889732142,4.7264717548843e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Aguijan","Forereef",2003,14.403836251
"3509",200309174,"CAME",63,1,4549.88961022244,2115.74309942,0.215049247305579,4.7264717548843e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Aguijan","Forereef",2003,14.403836251
"3510",200309175,"ELBI",63,5,5648.47348894139,1798.13826429,0.314128985580077,0.000278065380137732,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.297438907
"3511",200309175,"DIHY",63,2,10842.9087822036,1798.13826429,0.60300751046444,0.000111226152055093,"Diodontidae","Diodon hystrix","SECONDARY","MARIAN","Aguijan","Forereef",2003,13.297438907
"3512",200309175,"NONE",0,0,0,1798.13826429,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Aguijan","Forereef",2003,13.297438907
"3513",200309175,"LUBO",63,1,4398.31020924466,1798.13826429,0.244603560059457,5.56130760275464e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.297438907
"3514",200309175,"CHMC",63,1,4129.38614414827,1798.13826429,0.229647865581614,5.56130760275464e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.297438907
"3515",200309175,"SCLY",63,1,1357.25012834825,1798.13826429,0.0754808545762284,5.56130760275464e-05,"Carangidae","Scomberoides lysan","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.297438907
"3516",200309176,"NONE",0,0,0,2528.52588608,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Aguijan","Forereef",2003,13.609257793
"3517",200309176,"GYUN",125,5,15625,2528.52588608,0.617948983082139,0.000197743674586284,"Muraenidae","Gymnothorax undulatus","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.609257793
"3518",200309176,"CHFN",50,2,6533.22244130697,2528.52588608,0.258380682486723,7.90974698345138e-05,"Scaridae","Chlorurus frontalis","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.609257793
"3519",200309176,"CALU",63,1,3623.83111816877,2528.52588608,0.143317936277363,3.95487349172569e-05,"Carangidae","Caranx lugubris","PISCIVORE","MARIAN","Aguijan","Forereef",2003,13.609257793
"3520",200309176,"CHMC",63,1,4129.38614414827,2528.52588608,0.163311997985914,3.95487349172569e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.609257793
"3521",200309176,"SCRU",63,1,5341.81295015994,2528.52588608,0.211261944343445,3.95487349172569e-05,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Aguijan","Forereef",2003,13.609257793
"3522",200309181,"KYPA",63,1,3849.8753231889,1480.10205288,0.260108775317065,6.75629087909302e-05,"Kyphosidae","Kyphosus pacificus","PRIMARY","MARIAN","Anatahan","Forereef",2003,11.493423082
"3523",200309181,"CAIG",125,1,28416.0032993847,1480.10205288,1.9198678391191,6.75629087909302e-05,"Carangidae","Caranx ignobilis","PISCIVORE","MARIAN","Anatahan","Forereef",2003,11.493423082
"3524",200309181,"TAME",88,1,5928.8064,1480.10205288,0.400567406042283,6.75629087909302e-05,"Dasyatidae","Taeniura meyeni","SECONDARY","MARIAN","Anatahan","Forereef",2003,11.493423082
"3525",200309181,"NONE",0,0,0,1480.10205288,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Anatahan","Forereef",2003,11.493423082
"3526",200309181,"SCRU",63,4,21367.2518006398,1480.10205288,1.44363368451946,0.000270251635163721,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Anatahan","Forereef",2003,11.493423082
"3527",200309181,"CAME",88,1,12292.8769042126,1480.10205288,0.830542521057445,6.75629087909302e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,11.493423082
"3528",200309181,"CAME",63,2,9099.77922044488,1480.10205288,0.61480755348852,0.00013512581758186,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,11.493423082
"3529",200309181,"LUBO",63,2,8796.62041848932,1480.10205288,0.594325263002829,0.00013512581758186,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Anatahan","Forereef",2003,11.493423082
"3530",200309182,"CAME",63,1,4549.88961022244,1974.91890608,0.230383617079928,5.0634990475882e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,13.130316354
"3531",200309182,"CAOR",63,1,3046.77413677923,1974.91890608,0.15427337939798,5.0634990475882e-05,"Carangidae","Carangoides orthogrammus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,13.130316354
"3532",200309182,"NONE",0,0,0,1974.91890608,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Anatahan","Forereef",2003,13.130316354
"3533",200309182,"CAAB",88,1,4812.80123052,1974.91890608,0.243696144469693,5.0634990475882e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","MARIAN","Anatahan","Forereef",2003,13.130316354
"3534",200309182,"LUBO",63,1,4398.31020924466,1974.91890608,0.222708395555078,5.0634990475882e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Anatahan","Forereef",2003,13.130316354
"3535",200309183,"NONE",0,0,0,1492.44068729,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Anatahan","Forereef",2003,12.544354725
"3536",200309183,"CAME",63,3,13649.6688306673,1492.44068729,0.914587021575553,0.000201013013485142,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,12.544354725
"3537",200309183,"CHMC",63,1,4129.38614414827,1492.44068729,0.276686784226346,6.70043378283808e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Anatahan","Forereef",2003,12.544354725
"3538",200309184,"MANI",63,1,3625.6815,1655.41975013,0.219018862117313,6.04076398098712e-05,"Lutjanidae","Macolor niger","PLANKTIVORE","MARIAN","Anatahan","Forereef",2003,14.646791984
"3539",200309184,"TROB",125,1,8772.68438667435,1655.41975013,0.529937158595905,6.04076398098712e-05,"Carcharhinidae","Triaenodon obesus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,14.646791984
"3540",200309184,"PLPI",63,1,3667.1746245421,1655.41975013,0.221525363839239,6.04076398098712e-05,"Haemulidae","Plectorhinchus picus","SECONDARY","MARIAN","Anatahan","Forereef",2003,14.646791984
"3541",200309184,"NONE",0,0,0,1655.41975013,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Anatahan","Forereef",2003,14.646791984
"3542",200309185,"GYUN",88,1,1090.3552,1917.45758822,0.0568646319323386,5.21523921125323e-05,"Muraenidae","Gymnothorax undulatus","PISCIVORE","MARIAN","Anatahan","Forereef",2003,9.996574927
"3543",200309185,"LUBO",63,1,4398.31020924466,1917.45758822,0.229382398665082,5.21523921125323e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Anatahan","Forereef",2003,9.996574927
"3544",200309185,"NONE",0,0,0,1917.45758822,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Anatahan","Forereef",2003,9.996574927
"3545",200309185,"ARST",63,1,5887.90487631353,1917.45758822,0.307068323830794,5.21523921125323e-05,"Tetraodontidae","Arothron stellatus","SECONDARY","MARIAN","Anatahan","Forereef",2003,9.996574927
"3546",200309186,"MANI",63,1,3625.6815,1897.47770056,0.191079004455755,5.27015416152122e-05,"Lutjanidae","Macolor niger","PLANKTIVORE","MARIAN","Anatahan","Forereef",2003,12.120508955
"3547",200309186,"LUBO",63,2,8796.62041848932,1897.47770056,0.46359545705824,0.000105403083230424,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Anatahan","Forereef",2003,12.120508955
"3548",200309186,"NONE",0,0,0,1897.47770056,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Anatahan","Forereef",2003,12.120508955
"3549",200309191,"SCRU",63,1,5341.81295015994,1762.21833974,0.303130028197759,5.67466571791292e-05,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,11.343999957
"3550",200309191,"ELBI",63,1,1129.69469778828,1762.21833974,0.0641063977324713,5.67466571791292e-05,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Rota","Forereef",2003,11.343999957
"3551",200309191,"NATO",63,2,11975.8323341449,1762.21833974,0.679588451900452,0.000113493314358258,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Rota","Forereef",2003,11.343999957
"3552",200309191,"MACO",63,3,10877.0445,1762.21833974,0.617235915363633,0.000170239971537388,"Lutjanidae","Macolor sp","PLANKTIVORE","MARIAN","Rota","Forereef",2003,11.343999957
"3553",200309191,"GYUN",50,3,600,1762.21833974,0.0340479943074775,0.000170239971537388,"Muraenidae","Gymnothorax undulatus","PISCIVORE","MARIAN","Rota","Forereef",2003,11.343999957
"3554",200309191,"PSFL",58,1,5112.22158990167,1762.21833974,0.290101485985893,5.67466571791292e-05,"Balistidae","Pseudobalistes flavimarginatus","SECONDARY","MARIAN","Rota","Forereef",2003,11.343999957
"3555",200309191,"NONE",0,0,0,1762.21833974,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,11.343999957
"3556",200309192,"NATO",63,2,11975.8323341449,2435.01359265,0.491817884314631,8.21350651198387e-05,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Rota","Forereef",2003,13.376332283
"3557",200309192,"SCAL",58,12,45646.5263851459,2435.01359265,1.87459020856919,0.000492810390719032,"Scaridae","Scarus altipinnis","PRIMARY","MARIAN","Rota","Forereef",2003,13.376332283
"3558",200309192,"ELBI",63,5,5648.47348894139,2435.01359265,0.231968868920941,0.000205337662799597,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Rota","Forereef",2003,13.376332283
"3559",200309192,"CHUD",88,1,14182.3814278707,2435.01359265,0.582435411066273,4.10675325599193e-05,"Labridae","Cheilinus undulatus","SECONDARY","MARIAN","Rota","Forereef",2003,13.376332283
"3560",200309192,"NONE",0,0,0,2435.01359265,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,13.376332283
"3561",200309192,"LUBO",88,1,12224.322816991,2435.01359265,0.502022775309742,4.10675325599193e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Rota","Forereef",2003,13.376332283
"3562",200309192,"CAME",63,1,4549.88961022244,2435.01359265,0.186852739711849,4.10675325599193e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Rota","Forereef",2003,13.376332283
"3563",200309192,"SCRU",63,3,16025.4388504798,2435.01359265,0.658125231779076,0.000123202597679758,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,13.376332283
"3564",200309192,"LUBO",63,2,8796.62041848932,2435.01359265,0.361255495453561,8.21350651198387e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Rota","Forereef",2003,13.376332283
"3565",200309193,"CHMC",63,1,4129.38614414827,2029.77167556,0.203440918693922,4.92666250121018e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Rota","Forereef",2003,11.222784902
"3566",200309193,"FICO",63,2,305.063321660071,2029.77167556,0.0150294402731729,9.85332500242035e-05,"Fistulariidae","Fistularia commersonii","PISCIVORE","MARIAN","Rota","Forereef",2003,11.222784902
"3567",200309193,"SCAL",58,3,11411.6315962865,2029.77167556,0.562212574630498,0.000147799875036305,"Scaridae","Scarus altipinnis","PRIMARY","MARIAN","Rota","Forereef",2003,11.222784902
"3568",200309193,"NONE",0,0,0,2029.77167556,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,11.222784902
"3569",200309193,"NATO",63,3,17963.7485012174,2029.77167556,0.885013261221181,0.000147799875036305,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Rota","Forereef",2003,11.222784902
"3570",200309193,"SCRU",63,2,10683.6259003199,2029.77167556,0.526346191000638,9.85332500242035e-05,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,11.222784902
"3571",200309194,"LUBO",63,1,4398.31020924466,2401.62970763,0.18313856608582,4.16383923309655e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Rota","Forereef",2003,12.499845696
"3572",200309194,"SCAL",58,18,68469.7895777188,2401.62970763,2.85097196125571,0.00074949106195738,"Scaridae","Scarus altipinnis","PRIMARY","MARIAN","Rota","Forereef",2003,12.499845696
"3573",200309194,"HILO",58,1,3863.2176,2401.62970763,0.160858170088691,4.16383923309655e-05,"Scaridae","Hipposcarus longiceps","PRIMARY","MARIAN","Rota","Forereef",2003,12.499845696
"3574",200309194,"SCRU",63,8,42734.5036012795,2401.62970763,1.77939602701914,0.000333107138647724,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,12.499845696
"3575",200309194,"PLTE",63,1,9581.35793667482,2401.62970763,0.398952340830677,4.16383923309655e-05,"Ephippidae","Platax teira","SECONDARY","MARIAN","Rota","Forereef",2003,12.499845696
"3576",200309194,"PLPI",63,1,3667.1746245421,2401.62970763,0.152695255762845,4.16383923309655e-05,"Haemulidae","Plectorhinchus picus","SECONDARY","MARIAN","Rota","Forereef",2003,12.499845696
"3577",200309194,"SPBA",88,1,3109.1459286105,2401.62970763,0.129459837989708,4.16383923309655e-05,"Sphyraenidae","Sphyraena barracuda","PISCIVORE","MARIAN","Rota","Forereef",2003,12.499845696
"3578",200309194,"NATO",63,2,11975.8323341449,2401.62970763,0.498654405218988,8.32767846619311e-05,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Rota","Forereef",2003,12.499845696
"3579",200309194,"LUBO",88,1,12224.322816991,2401.62970763,0.509001149434244,4.16383923309655e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Rota","Forereef",2003,12.499845696
"3580",200309194,"CHMC",63,17,70199.5644505206,2401.62970763,2.92299700605368,0.000707852669626414,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Rota","Forereef",2003,12.499845696
"3581",200309194,"NONE",0,0,0,2401.62970763,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,12.499845696
"3582",200309195,"NATO",63,1,5987.91616707245,1994.92610189,0.300157292112198,5.0127170076756e-05,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Rota","Forereef",2003,10.826249981
"3583",200309195,"MANI",63,4,14502.726,1994.92610189,0.726980612778592,0.000200508680307024,"Lutjanidae","Macolor niger","PLANKTIVORE","MARIAN","Rota","Forereef",2003,10.826249981
"3584",200309195,"CHUD",63,1,4972.26694103982,1994.92610189,0.249245670620535,5.0127170076756e-05,"Labridae","Cheilinus undulatus","SECONDARY","MARIAN","Rota","Forereef",2003,10.826249981
"3585",200309195,"SCAL",58,1,3803.87719876215,1994.92610189,0.190677599293445,5.0127170076756e-05,"Scaridae","Scarus altipinnis","PRIMARY","MARIAN","Rota","Forereef",2003,10.826249981
"3586",200309195,"NONE",0,0,0,1994.92610189,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,10.826249981
"3587",200309195,"SCRU",63,2,10683.6259003199,1994.92610189,0.535539932541771,0.000100254340153512,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,10.826249981
"3588",200309195,"CHMC",63,1,4129.38614414827,1994.92610189,0.20699444156032,5.0127170076756e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Rota","Forereef",2003,10.826249981
"3589",200309196,"SCAL",58,1,3803.87719876215,2250.5363428,0.16902091854378,4.44338525436053e-05,"Scaridae","Scarus altipinnis","PRIMARY","MARIAN","Rota","Forereef",2003,13.285731984
"3590",200309196,"LUBO",63,2,8796.62041848932,2250.5363428,0.390867734557222,8.88677050872106e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Rota","Forereef",2003,13.285731984
"3591",200309196,"NONE",0,0,0,2250.5363428,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,13.285731984
"3592",200309196,"FICO",125,1,1231.26553757303,2250.5363428,0.0547098713385431,4.44338525436053e-05,"Fistulariidae","Fistularia commersonii","PISCIVORE","MARIAN","Rota","Forereef",2003,13.285731984
"3593",200309196,"CAML",125,1,13715.7118267496,2250.5363428,0.609441916840377,4.44338525436053e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","MARIAN","Rota","Forereef",2003,13.285731984
"3594",200309196,"CHUD",125,1,42637.5054297354,2250.5363428,1.89454862909203,4.44338525436053e-05,"Labridae","Cheilinus undulatus","SECONDARY","MARIAN","Rota","Forereef",2003,13.285731984
"3595",200309196,"CHFN",50,1,3266.61122065348,2250.5363428,0.145148121295804,4.44338525436053e-05,"Scaridae","Chlorurus frontalis","PRIMARY","MARIAN","Rota","Forereef",2003,13.285731984
"3596",200309196,"CHUD",63,1,4972.26694103982,2250.5363428,0.220936976065607,4.44338525436053e-05,"Labridae","Cheilinus undulatus","SECONDARY","MARIAN","Rota","Forereef",2003,13.285731984
"3597",200309196,"FICO",88,10,4224.28478574696,2250.5363428,0.187701247272076,0.000444338525436053,"Fistulariidae","Fistularia commersonii","PISCIVORE","MARIAN","Rota","Forereef",2003,13.285731984
"3598",200309196,"CHMC",63,2,8258.77228829654,2250.5363428,0.366969070049383,8.88677050872106e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Rota","Forereef",2003,13.285731984
"3599",200309201,"CAME",63,1,4549.88961022244,1998.9379396,0.227615351136559,5.0026565617145e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Rota","Forereef",2003,11.227193927
"3600",200309201,"NONE",0,0,0,1998.9379396,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,11.227193927
"3601",200309201,"ELBI",63,3,3389.08409336483,1998.9379396,0.169544237778738,0.000150079696851435,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Rota","Forereef",2003,11.227193927
"3602",200309201,"CHFN",50,1,3266.61122065348,1998.9379396,0.163417340575724,5.0026565617145e-05,"Scaridae","Chlorurus frontalis","PRIMARY","MARIAN","Rota","Forereef",2003,11.227193927
"3603",200309202,"NONE",0,0,0,2190.02538792,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,16.407166671
"3604",200309202,"SCRU",63,1,5341.81295015994,2190.02538792,0.24391557192099,4.56615711176646e-05,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,16.407166671
"3605",200309203,"NONE",0,0,0,2043.52990699,0,0,"UNKNOWN","no individuals seen","UNKNOWN","MARIAN","Rota","Forereef",2003,12.515792276
"3606",200309203,"SCAL",58,2,7607.75439752431,2043.52990699,0.37228495514069,9.78698668983946e-05,"Scaridae","Scarus altipinnis","PRIMARY","MARIAN","Rota","Forereef",2003,12.515792276
"3607",200309203,"GYUN",63,4,1600.3008,2043.52990699,0.0783106131466972,0.000195739733796789,"Muraenidae","Gymnothorax undulatus","PISCIVORE","MARIAN","Rota","Forereef",2003,12.515792276
"3608",200309203,"CAML",125,2,27431.4236534993,2043.52990699,1.34235489090072,9.78698668983946e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","MARIAN","Rota","Forereef",2003,12.515792276
"3609",200309204,"FICO",88,4,1689.71391429878,2340.00295126,0.0722099052648176,0.000170939955346901,"Fistulariidae","Fistularia commersonii","PISCIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3610",200309204,"FICO",125,1,1231.26553757303,2340.00295126,0.052618119003228,4.27349888367251e-05,"Fistulariidae","Fistularia commersonii","PISCIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3611",200309204,"CHUD",63,1,4972.26694103982,2340.00295126,0.212489772218554,4.27349888367251e-05,"Labridae","Cheilinus undulatus","SECONDARY","MARIAN","Rota","Forereef",2003,12.834486009
"3612",200309204,"ELBI",63,1,1129.69469778828,2340.00295126,0.0482774902988896,4.27349888367251e-05,"Carangidae","Elagatis bipinnulata","PISCIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3613",200309204,"SCRU",63,2,10683.6259003199,2340.00295126,0.456564633585918,8.54699776734503e-05,"Scaridae","Scarus rubroviolaceus","PRIMARY","MARIAN","Rota","Forereef",2003,12.834486009
"3614",200309204,"CHMC",63,6,24776.3168648896,2340.00295126,1.05881562463622,0.000256409933020351,"Scaridae","Chlorurus microrhinos","PRIMARY","MARIAN","Rota","Forereef",2003,12.834486009
"3615",200309204,"MAMA",59,1,2977.9955,2340.00295126,0.127264604448318,4.27349888367251e-05,"Lutjanidae","Macolor macularis","PLANKTIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3616",200309204,"DIHY",63,1,5421.45439110181,2340.00295126,0.231685792882551,4.27349888367251e-05,"Diodontidae","Diodon hystrix","SECONDARY","MARIAN","Rota","Forereef",2003,12.834486009
"3617",200309204,"CAME",63,2,9099.77922044488,2340.00295126,0.388878963402375,8.54699776734503e-05,"Carangidae","Caranx melampygus","PISCIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3618",200309204,"NATO",63,1,5987.91616707245,2340.00295126,0.255893530555087,4.27349888367251e-05,"Acanthuridae","Naso tonganus","PRIMARY","MARIAN","Rota","Forereef",2003,12.834486009
"3619",200309204,"LUBO",63,1,4398.31020924466,2340.00295126,0.187961737692525,4.27349888367251e-05,"Lutjanidae","Lutjanus bohar","PISCIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3620",200309204,"TROB",125,1,8772.68438667435,2340.00295126,0.374900569332641,4.27349888367251e-05,"Carcharhinidae","Triaenodon obesus","PISCIVORE","MARIAN","Rota","Forereef",2003,12.834486009
"3621",200309205,"CHUD",63,1,4972.26694103982,2010.30909848,0.24733842894107,4.97435941943506e-05,"Labridae","Cheilinus undulatus","SECONDARY","MARIAN","Rota","Forereef",2003,11.968440961
