DIVEID,REGION,ISLAND,YEAR,STRATA,CENTROIDLAT,CENTROIDLON,PROJECTEDLENGTH_M,DEPTH_M,Shark,Jack,Snapper,Tuna,Grouper,Parrotfish,Rays,Surgeonfish,Triggerfish,Milkfish,Wrasse,Emperor,Barracuda,OTHER,TotFish
200603202,PRIAs,Jarvis,2006,Forereef,-0.366014581,-159.9827411,"1,844",11.2,112.6450379,5.216781821,6.785326186,0,0.4510537,2.556913159,18.49116509,0.232484999,1.184112394,0,0,0,0,0.222166297,147.7850416
200603203,PRIAs,Jarvis,2006,Forereef,-0.377354434,-159.9745198,"2,374",10,71.33007338,9.878957519,8.069104116,0,0.822987086,3.37477665,6.438997406,14.57543256,0.21531524,0,2.393125445,0,0,0.006424289,117.1051937
200603204,PRIAs,Jarvis,2006,Forereef,-0.367664775,-160.0078876,"1,924",17.2,81.42764708,190.3364446,5.472214983,0,0.119937866,0.832786344,46.90457808,17.22778629,0,0,0,0,2.007550789,0.071021014,344.3999671
200603205,PRIAs,Jarvis,2006,Forereef,-0.380254439,-160.0114658,"2,004",16.5,143.0370353,4.517486728,3.292314038,0,0.474825103,0,0,2.661665857,0.255113716,0,0,0,29.80561523,0,184.044056
200603206,PRIAs,Jarvis,2006,Forereef,-0.382231958,-160.001334,564,21.2,94.78721239,1.285316229,1.560011852,0,1.012288127,0.94732876,0,7.450425031,0,0,0,0,0,0,107.0425824
200603211,PRIAs,Jarvis,2006,Forereef,-0.382076856,-159.9926013,"2,252",12.4,8.071130977,4.590609589,2.691732326,0,0.253518843,3.321504606,0,1.887689764,0,0,0,0,0,0.024432194,20.8406183
200603212,PRIAs,Jarvis,2006,Forereef,-0.373954528,-159.9786805,"2,405",8.5,4.662766742,1.26448622,3.02816343,0,0,1.241026334,0,0,0.547719123,0,0,0,0,0.249321828,10.99348368
200603213,PRIAs,Jarvis,2006,Forereef,-0.369886862,-160.0095516,"2,056",15.2,4.676722272,2.311217687,0.64173042,0,0.138805801,2.338173325,0,1.400247909,0,0,0,0,0,0.026754069,11.53365148
200603214,PRIAs,Jarvis,2006,Forereef,-0.381373181,-160.0096375,"1,824",14.4,36.29491078,0,1.688228631,0,0.312996487,2.876053807,0,5.672612829,0.280321904,0,0.276092406,0,70.0519408,0.058957284,117.5121149
200603221,PRIAs,Jarvis,2006,Forereef,-0.380221326,-159.9797341,"2,793",10.5,7.982659997,1.821491179,3.95503475,0,0.102177145,1.912407064,12.21050405,0.144062041,0.471607726,0,0,0,0,0.970459634,29.57040359
200603222,PRIAs,Jarvis,2006,Forereef,-0.371163752,-159.9840096,"2,637",6.7,5.490761767,0.926668233,0.833852162,0,0.053117955,2.025451623,16.66330703,0,0,0,0,0,0,0,25.99315877
200803261,PRIAs,Jarvis,2008,Forereef,-0.382023793,-159.9988793,"2,449",15.8,6.935753632,1.38571563,1.546288195,0,0.114417079,0.638029291,0,5.777793198,0,18.77901094,0,0,0,0,35.17700797
200803262,PRIAs,Jarvis,2008,Forereef,-0.377492117,-159.9757283,"3,121",14.5,59.30131739,1.777044735,3.405122634,0,0.134641391,1.151711428,8.305032138,0.399945491,0,0,0.678440544,0,0,0,75.15325575
200803263,PRIAs,Jarvis,2008,Forereef,-0.364240016,-159.987127,"2,114",13.6,5.889524478,0.071623725,1.632766584,0,0.363486081,0.369536786,0,0.295271405,0,5.961592271,0,0,17.40464082,0,31.98844215
200803264,PRIAs,Jarvis,2008,Forereef,-0.366108605,-160.0062218,"2,260",14.2,6.9064959,0.341699841,0.671920165,0,0.185977988,0.877063789,0,1.381095692,0,2.091346113,0,0,0,0,12.45559949
200803265,PRIAs,Jarvis,2008,Forereef,-0.378917346,-160.0126155,"1,863",16,19.06201144,5.425458968,1.450540279,0.532017186,0.150416034,0.139795324,0,10.33816623,0,0,0,0,0,0.039948318,37.13835378
200803266,PRIAs,Jarvis,2008,Forereef,-0.382136018,-159.9951922,"2,455",14.8,5.708274928,3.044873337,1.060230208,0,0.057061027,0.636384131,0,0.84748458,0,0,0,0,0,0,11.35430821
200803271,PRIAs,Jarvis,2008,Forereef,-0.376270409,-160.012129,"2,347",11.7,20.84358379,1.105057346,0.369762978,0.239622247,0.059701342,0,0,0.678788505,0,0,0,0,27.87524634,0,51.17176255
200803272,PRIAs,Jarvis,2008,Forereef,-0.363299816,-159.9982629,"2,671",-999,4.170004894,0.067804675,1.136892023,0,0.209783744,0.38994229,0,0.07789401,0,0,0,0,0,0,6.052321636
200803273,PRIAs,Jarvis,2008,Forereef,-0.374888475,-159.9836131,"2,556",-999,2.072831153,34.9308602,1.0185429,0,0,0.101893679,17.32679365,0,0.13587398,0,0,0,0,0,55.58679556
200803274,PRIAs,Jarvis,2008,Forereef,-0.381890677,-159.9957325,"2,006",-999,2.842722044,0.974242203,2.107901834,0,0,0.519251101,0,0,0,0,0,0,0,0,6.444117182
200803275,PRIAs,Jarvis,2008,Forereef,-0.379526936,-160.0109159,"2,274",-999,5.546086676,2.294029348,2.281215193,0,0,0.572613372,3.061005215,0.73205748,0,0,0,0,0,0,14.48700728
200803281,PRIAs,Jarvis,2008,Forereef,-0.381802283,-159.9924305,"3,216",7.5,1.588142632,0.168954628,1.621385496,0,0.043561321,0.404855041,0,0.064698358,0,0,0,0,0,0,3.891597476
200803282,PRIAs,Jarvis,2008,Forereef,-0.367150072,-159.9835894,"2,923",8.4,2.565756492,0,1.261661212,0,0,0.267278637,0,0,0,0,0,0,0.93247644,0,5.02717278
200803283,PRIAs,Jarvis,2008,Forereef,-0.365314654,-160.0046701,"2,272",9,1.947534593,0,0.739688556,0,0.061667979,0,0.382975354,0,0,0,0,0,0,0,3.131866482
200803284,PRIAs,Jarvis,2008,Forereef,-0.376153992,-160.0138055,"1,380",21.5,25.96179817,0.393679501,0.314328013,0,0,0,0,7.184168759,0,0,0,0,0,0,33.85397445
200803285,PRIAs,Jarvis,2008,Forereef,-0.375986188,-159.9740641,"2,810",20.4,19.8672846,0,1.080677846,0,0.199410885,0.185330702,25.18608136,0.074042503,0,0,0,0,0,0.023581952,46.61640986
200803286,PRIAs,Jarvis,2008,Forereef,-0.361888551,-159.9969695,"1,737",24.5,17.62463348,0.104254712,1.123750107,0,0.080639512,0,0,1.230751192,0.19987821,0,0,0,0.244478749,0,20.60838596
201004011,PRIAs,Jarvis,2010,Forereef,-0.381933796,-160.0055311,"1,869",13.2,27.88600541,2.340554006,1.827357766,0,0.131377441,1.693610484,9.341469381,0.552691673,0,0,0.120270947,0.117760127,0,0,44.01109724
201004012,PRIAs,Jarvis,2010,Forereef,-0.382091308,-159.9908596,"1,352",16.9,55.81391711,99.11525407,3.393370309,0,0.232371448,1.114169186,266.196683,0,0,0,0,0,0,0,425.8657652
201004013,PRIAs,Jarvis,2010,Forereef,-0.382369681,-159.9823263,"1,106",18.7,18.99134323,1.120940719,8.77126926,0,0,0.633316916,24.90863042,0,0.313971543,0,2.752026057,0,0,0,57.49149814
201004014,PRIAs,Jarvis,2010,Forereef,-0.380037148,-159.9729284,"1,995",11.2,144.6784793,13.62065502,11.66298783,0,0,3.547356165,0,0.441139025,0,20.49081302,0.225443756,0,0.350979577,0,195.0178537
201004015,PRIAs,Jarvis,2010,Forereef,-0.37463978,-160.0127039,"2,073",15.9,31.63758748,1.687076145,2.486427943,0,0.25362567,2.211741378,13.90457039,0.501838588,0,0,0,0.106191228,0,0.035087599,52.82414642
201004016,PRIAs,Jarvis,2010,Forereef,-0.3634177,-160.0041593,"1,327",14.3,16.53221872,0.228171457,1.133601946,0,0,3.877793853,5.061485352,0.259497125,0,0,0,0,4.639175882,0,31.73194434
201004021,PRIAs,Jarvis,2010,Forereef,-0.362118302,-159.9952904,"1,659",15,7.789034187,2.108765716,3.787312044,0,0.255203161,1.198090428,38.85447244,0,0.33662035,21.62431221,0,0,0,0,75.95381054
201004022,PRIAs,Jarvis,2010,Forereef,-0.365307081,-159.9833247,"1,230",14.9,32.72677408,139.6208615,5.588879969,0,0,1.138940394,12.44189501,0,1.176983233,3.5383547,0,0.310537028,0,0,196.5432259
201004023,PRIAs,Jarvis,2010,Forereef,-0.373426213,-159.9748566,"2,385",11.6,42.59831908,7.414826116,6.925017861,0,0.05873079,1.241326965,0,1.133969605,0,10.53351537,1.128861392,0,0.853489527,0,71.8880567
201004024,PRIAs,Jarvis,2010,Forereef,-0.379632597,-159.9790608,"1,602",9.2,9.052252538,0.388541461,6.317936867,0,0,2.562706843,3.455530167,0,0.451879718,0,3.616384671,0,0,0,25.84523227
201205031,PRIAs,Jarvis,2012,Forereef,-0.375294281,-160.0124529,"2,148",14.8,19.43150407,0.374133338,0.603724506,0,0.114350663,1.173081575,0,0.803602909,0,0,0,0,2.70849807,0,25.20889513
201205032,PRIAs,Jarvis,2012,Forereef,-0.382079564,-159.9954115,"2,983",11.5,11.47719339,2.445875768,0.711499035,0,0,0.241153774,0,0.906713112,0,0,0,0.062881814,15.56487832,0,31.41019521
201205033,PRIAs,Jarvis,2012,Forereef,-0.38220362,-159.9775118,698,10.3,47.08876391,1.637988763,2.607385913,0,0,0.657132884,0,0,0,0,0,0,0,0.109995817,52.10126728
201205034,PRIAs,Jarvis,2012,Forereef,-0.371261254,-159.9763407,"2,446",12.3,33.23272266,1.801520585,2.081852822,0,0,0.143168532,0,0,0.817291549,0,0,0,0,0.125182022,38.20173817
201205041,PRIAs,Jarvis,2012,Forereef,-0.362351793,-159.9965616,"2,243",14.6,8.757349459,0,0.452288986,0,0,0.825138827,0,0.227813196,0.403779003,0,0,0,0,0.0122603,10.67862977
201205042,PRIAs,Jarvis,2012,Forereef,-0.36273118,-160.000485,"2,036",11.6,1.222260419,0.390551724,1.101985469,0,0.269996452,0.555671627,0,0.169145399,0,0,0.331268779,0.108117697,0,0,4.148997565
201205043,PRIAs,Jarvis,2012,Forereef,-0.37839492,-159.9742991,"2,598",14,18.18343387,0.239584939,1.943376181,0,0.162983951,0.577671146,0,0.134772986,0.401020125,0,2.259375578,0,13.44295616,0,37.34517494
201205044,PRIAs,Jarvis,2012,Unspecified,-0.377627424,-159.9790098,"2,037",6.6,0,0.420493706,0.530161957,0,0,0.127859735,0,0,0,0,0,0,0,0,29.2629313
201205045,PRIAs,Jarvis,2012,Unspecified,-0.37448178,-159.9777383,"1,808",7.4,0.881313534,0,0.267622425,0,0.13023261,0.387327813,44.82867223,0,0,0,0,0,0,0,1.666496381
201504081,PRIAs,Jarvis,2015,Forereef,-0.378596737,-160.01247,"2,038",14.2,50.79538469,0,0.355372508,0,0,0.299647685,8.723542652,0.102105795,0,0,0.746806327,0,0,0,52.299317
201504082,PRIAs,Jarvis,2015,Forereef,-0.382019388,-159.996793,"2,667",11.7,3.844392581,0.757360824,0.979153408,0,0.387832384,2.238855448,0,0,0,0,0.084291223,0,0,0,53.1205581
201504083,PRIAs,Jarvis,2015,Forereef,-0.381441887,-159.977214,"2,056",11.9,3.025742037,0,2.211092422,0,0,0.779081732,4.589735481,0,0,0,0,0,0,0.00630814,14.73945884
201504084,PRIAs,Jarvis,2015,Forereef,-0.36446879,-160.0030972,"2,517",14.8,5.189033705,0.143895563,0.528829454,0,0.208862747,0.831127614,42.60607115,0,0,0,0.089313866,0,51.81729729,0.825788978,58.80836024
201504085,PRIAs,Jarvis,2015,Forereef,-0.365539983,-159.9840841,"2,084",11.4,17.56925531,0.073739342,1.028808365,0,0,0.249915355,1.361069547,0,0,7.138372161,0,0,28.36673572,0.034401978,59.02286987
201504086,PRIAs,Jarvis,2015,Forereef,-0.378184061,-159.9755938,"2,922",13.7,5.586704679,0.673052814,3.465911025,0,0.047946174,0.8212695,0,0.32936543,0.237684857,2.000332882,0,0,0,0.117390921,56.59412749
200401121,PRIAs,Johnston,2004,Forereef,16.71867909,-169.5593093,"2,115",14.6,6.258198934,1.290944046,0,0,0,0,0,1.141732754,0,0,0,0,0,0,10.08634726
200401122,PRIAs,Johnston,2004,Forereef,16.70269057,-169.5609489,"1,925",15.3,1.633503734,1.111269769,0,0,0,0,0,1.495595697,0,0,0,0,0,0.00580332,4.35776012
200401123,PRIAs,Johnston,2004,Forereef,16.67162397,-169.5593656,"2,069",19.3,2.36381704,0.219881914,0,0,0,0.258153088,0,0,0,0,0,0,0,0.049085299,2.841852042
200401124,PRIAs,Johnston,2004,Lagoon,16.70626694,-169.4805554,"2,266",12.1,0,0.200773362,0,0,0,0,0,0,0,0,0,0,0,0.249367949,0.200773362
200401125,PRIAs,Johnston,2004,Forereef,16.69788665,-169.4726139,"2,628",16.5,0,0,0.100644874,0,0,0,0,0,0,0,0,0,0,0,0.106448194
200401126,PRIAs,Johnston,2004,Forereef,16.68331958,-169.4842242,"1,121",16.8,0,0.271861289,0,0,0,0,0,0,0,0,0,0,0,0,0.320946588
200401131,PRIAs,Johnston,2004,Forereef,16.74625898,-169.4011731,"1,239",19.2,5.077655369,0,0.42714276,0,0,0.43127726,0,1.299528403,0,0,0,0,0,0.037292297,7.484971741
200401132,PRIAs,Johnston,2004,Forereef,16.70726905,-169.3677255,"1,314",19.9,0,0,0.201374022,0,0,0,2.821572528,0,0,0,0,0,0,0.045202132,0.201374022
200401133,PRIAs,Johnston,2004,Forereef,16.71136858,-169.4463845,"1,302",19.4,0,0,0.533128185,0,0,0,1.146088251,0,0,0,0,0,0,0,0.533128185
200401134,PRIAs,Johnston,2004,Lagoon,16.77575578,-169.4560423,"1,899",2.6,0,0,0,0,0,0,16.58641384,0,0,0,0,0,0,0.044065634,0
200401135,PRIAs,Johnston,2004,Lagoon,16.78153636,-169.4713505,"2,080",6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411713112,0
200401136,PRIAs,Johnston,2004,Lagoon,16.77768754,-169.4835437,"1,273",6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04801635,0.096747307
200401141,PRIAs,Johnston,2004,Forereef,16.78205191,-169.4934333,"1,542",15,20.93449138,4.131524144,0,0,0,0,1.64366434,7.568978972,0,0,0,0,0.403322547,0.145345648,33.07560934
200401142,PRIAs,Johnston,2004,Forereef,16.7725854,-169.5108132,"2,295",11.1,0,0,0,0,0,0,0.888227528,0.350652959,0,0,0,0,0,0.006276303,3.21742762
200401143,PRIAs,Johnston,2004,Forereef,16.75795396,-169.5324435,"1,883",14.3,40.33443295,0,0.368495538,0,0,0,0,0.42729283,0,0,0,0,0.165074053,0,42.44138362
200401144,PRIAs,Johnston,2004,Lagoon,16.73178117,-169.5397959,"2,527",7.8,0,38.00579151,0,0,0,0,0.65024279,0,0,0,0,0,0,0.031251042,38.27055838
200401145,PRIAs,Johnston,2004,Lagoon,16.74665937,-169.5200659,"2,032",4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011645371,0
200401151,PRIAs,Johnston,2004,Lagoon,16.75179627,-169.431069,"2,573",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060582736,0
200401152,PRIAs,Johnston,2004,Forereef,16.72805174,-169.4294182,"1,917",16.8,0,0,0,0,0,0,0,0.839527128,0,0,0,0,0,0.078604964,17.4700066
200401153,PRIAs,Johnston,2004,Lagoon,16.741162,-169.4464784,"2,066",9.4,0,0.220198167,0,0,0,0,0,0,0,0,0,0,0,0,0.240642174
200401154,PRIAs,Johnston,2004,Lagoon,16.77153791,-169.4903086,"1,796",4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013698586,0
200401155,PRIAs,Johnston,2004,Lagoon,16.76872158,-169.5008809,"1,898",2.9,0,0.190895572,0,0,0,0,0,0,0,0,0,0,0,0.062358744,0.198930609
200401156,PRIAs,Johnston,2004,Lagoon,16.75663264,-169.5102413,"1,706",3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200401161,PRIAs,Johnston,2004,Forereef,16.70640834,-169.4027294,"1,028",23.2,0,0,0.674964122,0,0,0.519487187,0,0,0,0,0,0,0,0,1.60616442
200401162,PRIAs,Johnston,2004,Forereef,16.68650735,-169.4637756,"1,973",12.9,0,0.461135256,0.485767694,0,0,0,0,0.203917911,0,0,0,0,0,0,1.198837211
200401163,PRIAs,Johnston,2004,Forereef,16.73819328,-169.5487014,"2,627",16.6,14.90268623,0,0.264239239,0,0,0.203372141,0.668531425,0,0,0,0,0,0.340561063,0.062492843,17.49986866
200401164,PRIAs,Johnston,2004,Lagoon,16.71946913,-169.5378429,"1,875",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028949735,1.174056887
200601182,PRIAs,Johnston,2006,Backreef,16.74655059,-169.5190106,"1,278",6,0,0,0,0,0,0,0.069473917,0,0,0,0,0,0,0.064482203,0
200601183,PRIAs,Johnston,2006,Lagoon,16.75958407,-169.5079415,"1,829",3.4,0,0.202111859,0,0,0,0,0,0,0,0,0,0,0,0.01991355,0.202111859
200601184,PRIAs,Johnston,2006,Forereef,16.71805907,-169.5594262,"2,430",15.7,31.05420817,0.643425748,0,0,0,0,0,0.331155348,0,0,0,0,0,0.017984623,32.9232931
200601185,PRIAs,Johnston,2006,Forereef,16.73704935,-169.5498393,"1,082",16.7,0,4.191168125,0,0,0,0,0.519077512,0,0,0,0,0,0,0.026409586,4.191168125
200601191,PRIAs,Johnston,2006,Forereef,16.75532956,-169.5344765,"3,320",15.8,11.41583239,0.411166107,0,0,0,0,0,0,0,0,0,0,0,0.008957912,12.50849232
200601192,PRIAs,Johnston,2006,Forereef,16.77127808,-169.5156915,"1,310",17.2,6.773067313,0,0.529892578,0,0,0,0.377913021,0,0,0,0,0,0,0.01546497,7.314605262
200601193,PRIAs,Johnston,2006,Forereef,16.77855077,-169.498728,"2,284",14.4,0.688353911,0,0,0,0,0.192912494,0,0,0,0,0,0,0,0.140595086,0.941849142
200601194,PRIAs,Johnston,2006,Forereef,16.78797802,-169.4782072,"1,689",17.5,5.166399222,0.269434918,0,0,0,0,0,0,0,0,0,0,0,0.244250545,5.514439104
200601195,PRIAs,Johnston,2006,Forereef,16.78484185,-169.4553771,"2,682",14.4,0,0.1351359,0,0,0,0.164318593,0,0,0,0,0,0,0,0.185949625,0.299454493
200601201,PRIAs,Johnston,2006,Forereef,16.77647534,-169.4318935,"2,227",14.1,0,0.204308585,0,0,0,0,0,0,0,0,0,0,0,0.051031808,0.218007171
200601202,PRIAs,Johnston,2006,Forereef,16.75862299,-169.4125037,"2,446",16,0,0.055487767,0.108146515,0,0,0,0.421174558,0,0,0,0,0,0,0.009046189,0.225993026
200601203,PRIAs,Johnston,2006,Forereef,16.73683828,-169.4024535,"1,619",21.2,0,0,0.163411956,0,0,0,1.105809176,0,0,0,0,0,0,0.56053005,0.163411956
200601204,PRIAs,Johnston,2006,Lagoon,16.67589824,-169.507043,424,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200601211,PRIAs,Johnston,2006,Backreef,16.77677266,-169.4579624,"1,879",3.9,0,1.355034232,0,0,0,0,0.82260162,0,0,0,0,0,0,0.035460793,1.379384175
200601212,PRIAs,Johnston,2006,Backreef,16.77803845,-169.4780166,"2,326",5.6,0,0.195646804,0,0,0,0,0,0,0,0,0,0,0,0.609687967,0.329939303
200601213,PRIAs,Johnston,2006,Backreef,16.77186662,-169.4923303,"1,700",4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068445617,0.449377986
200601214,PRIAs,Johnston,2006,Backreef,16.76563856,-169.5079399,"2,356",5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017061447,0.490932736
200601221,PRIAs,Johnston,2006,Lagoon,16.68755156,-169.4782624,"2,064",18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11494698,0
200601222,PRIAs,Johnston,2006,Lagoon,16.70455946,-169.4836134,"2,315",12.3,0,0,0,0,0,0,0.29405195,0,0,0,0,0,0,0.766210404,0
200601223,PRIAs,Johnston,2006,Lagoon,16.73014041,-169.4854264,"1,868",9.4,0,0,0,0,0,0.285922194,0.604828958,0,0,0,0,0,0,0.100065982,0.285922194
200601224,PRIAs,Johnston,2006,Forereef,16.69023012,-169.5607507,"2,825",14.3,3.895653817,0.257126071,0.280894604,0,0,1.323529687,0,0,0,0,0,0,0,0.35065962,5.757204179
200601225,PRIAs,Johnston,2006,Forereef,16.66235786,-169.562124,"1,096",23.2,0,83.03885235,3.408152536,0,0,2.351941091,0,0,0,0,0,0,0,0.100125772,88.79894598
200601231,PRIAs,Johnston,2006,Lagoon,16.6863411,-169.521712,"1,849",18.5,0,0.246085661,0,0,0,0,0.927545833,0,0,0,0,0,0,0.009005667,0.246085661
200601232,PRIAs,Johnston,2006,Lagoon,16.70172773,-169.535223,"1,928",15.9,1.508680381,0,0,0,0,0,1.374534943,0,0,0,0,0,0,0.19265933,1.508680381
200601233,PRIAs,Johnston,2006,Lagoon,16.74770299,-169.4515413,"1,674",9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357189639,0
200601234,PRIAs,Johnston,2006,Lagoon,16.72803316,-169.4454706,"1,517",11.7,0,1.802480095,0,0,0,0,0.919552148,0,0,0,0,0,0,0,1.802480095
200801271,PRIAs,Johnston,2008,Forereef,16.71846727,-169.559398,"1,964",14.5,25.91394027,0,0,0,0,0,0,0.105920473,0,0,0,0,0,0.188830829,26.75088501
200801272,PRIAs,Johnston,2008,Forereef,16.73270174,-169.5529766,"1,357",14.9,2.019530208,0,0.269416803,0,0,0,1.607846447,0,0,0,0,0,0,0.058486781,2.317896746
200801273,PRIAs,Johnston,2008,Forereef,16.74455453,-169.5431834,"1,765",14.7,0.578720757,0.388878357,0.076908145,0,0,0,0,0,0,0,0,0,0,0.869257417,1.178463379
200801274,PRIAs,Johnston,2008,Forereef,16.75725621,-169.5331497,"1,136",14.9,3.617881428,0,0.315602549,0,0,0,0,0,0,0,0,0,0,0.235154121,3.953397527
200801275,PRIAs,Johnston,2008,Forereef,16.76627794,-169.5242781,"1,757",14.2,1.603201173,0.704864359,0,0,0,0,0.808219444,0,0,0,0,0,0,0.137952872,2.326050155
200801276,PRIAs,Johnston,2008,Forereef,16.77256664,-169.5115103,"1,487",14.3,0.921164862,0.418447959,0,0,0,0,0,0,0,0,0,0,0,0.094745364,1.885099918
200802011,PRIAs,Johnston,2008,Lagoon,16.68731223,-169.5213952,"2,331",18.3,0,0.196365423,0.295783913,0,0,0,0,0,0,0,0,0,0,0.52223584,0.528915833
200802012,PRIAs,Johnston,2008,Forereef,16.67802508,-169.5495832,"2,930",18.4,0,0.078086573,0,0,0,0.088861605,0,0,0,0,0,0,0,0.012858361,0.17590609
200802013,PRIAs,Johnston,2008,Forereef,16.69326838,-169.5607167,"2,043",17.2,0.500076204,0.721310613,0,0,0,0,0,0,0,0,0,0,0,0.52638662,1.614764807
200802014,PRIAs,Johnston,2008,Lagoon,16.71597811,-169.5428868,"2,147",10.8,0,0.319778962,0,0,0,0,0,0,0,0,0,0,0,0.021990323,0.325902533
200802015,PRIAs,Johnston,2008,Lagoon,0,0,"1,971",-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092503382,0
201001241,PRIAs,Johnston,2010,Forereef,16.71714012,-169.5599475,"2,032",15.8,15.40255549,0.089119561,0.318876757,0,0,0,2.447024091,0.268770859,0,0,0,0,0,0.012137319,16.21991775
201001242,PRIAs,Johnston,2010,Forereef,16.73752488,-169.5492775,"1,913",15.4,4.01075162,7.530170329,0.344092665,0,0,0,0,0.326223573,0,0,0,0,0,0.022302404,12.45548873
201001243,PRIAs,Johnston,2010,Forereef,16.75213923,-169.5370535,"2,034",15.1,0.583524139,0,0.259173861,0,0,0,0,0,0,0,0,0,0,0.033492165,1.028647624
201001251,PRIAs,Johnston,2010,Forereef,16.77386685,-169.5084804,"2,604",15.1,1.878355054,0.371111411,0.340118783,0,0,0.097924792,0,0.079901115,0,0,0,0,0,0,2.818442963
201001252,PRIAs,Johnston,2010,Forereef,16.78597431,-169.4853712,"2,171",15.7,0.631061155,0,0.242805932,0,0,0,0,0,0,0,0,0,0,0,1.304087833
201001253,PRIAs,Johnston,2010,Forereef,16.7869345,-169.4669459,"1,718",14.3,0.431170213,0.153010196,0.503880685,0,0,0,0,0.242226268,0,0,0,0,0,0.13622591,2.996626588
201001254,PRIAs,Johnston,2010,Forereef,16.7841901,-169.4516143,"1,662",16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201001255,PRIAs,Johnston,2010,Forereef,16.77808218,-169.4337799,"1,759",14.5,0,0.260200004,0.421058554,0,0,0,0,0.236596767,0,0,0,0,0,0,1.775917739
201001256,PRIAs,Johnston,2010,Forereef,16.76613888,-169.4202268,"2,203",15.2,0,0,0.642898164,0,0,0,0,0,0,0,0,0,0,0,1.25258613
201001261,PRIAs,Johnston,2010,Lagoon,16.73054886,-169.5443715,"1,848",6.7,0,10.35571102,0,0,0,0,0,0,0,0,0,0,0,0,10.35571102
201001262,PRIAs,Johnston,2010,Lagoon,16.74688699,-169.5186982,"1,527",5.5,0,0.149877138,0,0,0,0,0,0,0,0,0,0,0,0,0.160866347
201001263,PRIAs,Johnston,2010,Lagoon,16.75957862,-169.5080817,"1,991",2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201001264,PRIAs,Johnston,2010,Lagoon,16.77301995,-169.4898456,"2,127",5.2,0.557908152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557908152
201001265,PRIAs,Johnston,2010,Lagoon,16.7786253,-169.4698521,"2,136",5.2,0,0.112858129,0,0,0,0,14.52083333,0,0,0,0,0,0,0.025118877,0.112858129
201001271,PRIAs,Johnston,2010,Lagoon,16.70665109,-169.484544,"1,671",11,0,0,0,0,0,0,8.380755708,0,0,0,0,0,0,0.027859664,0.011755666
201001272,PRIAs,Johnston,2010,Lagoon,16.72853483,-169.4446553,"2,054",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025118877,0.246367833
201001273,PRIAs,Johnston,2010,Lagoon,16.69305479,-169.4724246,"2,139",-999,0,0,0.346163905,0,0,0,0,0,0,0,0,0,0,0.025118877,0.346163905
201001274,PRIAs,Johnston,2010,Lagoon,16.6854244,-169.5233392,"1,942",-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201001281,PRIAs,Johnston,2010,Forereef,16.75853824,-169.4124796,"2,427",14.3,1.06879563,0.268123834,0.305146008,0,0,0,0,0,0,0,0,0,0,0,1.710511089
201001282,PRIAs,Johnston,2010,Forereef,16.72610573,-169.3938759,"3,656",21.2,0.279461027,0,0.144201544,0,0,0,0,0,0,0,0,0,0,0,0.440724018
201001283,PRIAs,Johnston,2010,Lagoon,16.73136441,-169.4904419,"1,940",7.4,0,0.320896558,0,0,0,0,0,0,0,0,0,0,0,0.025118877,0.340490432
201203022,PRIAs,Johnston,2012,Forereef,16.73199736,-169.5532926,"1,762",14.2,0,0.223364182,0.223485945,0,0,1.20577691,14.52083333,0.745484757,0,0,0,0,0,0,2.513058774
201203023,PRIAs,Johnston,2012,Forereef,16.74306921,-169.5445465,"1,484",13.7,1.059657811,0.616863605,0,0,0,0.343716573,0,0.140226684,0,0,0,0,0,0,3.220727026
201203031,PRIAs,Johnston,2012,Forereef,16.74601273,-169.5421593,"2,392",15,0,0.317307126,0.054868207,0,0,0.288288373,27.27482877,0,0,0,0,0,0,0,1.365358647
201203032,PRIAs,Johnston,2012,Forereef,16.76298509,-169.5277431,"2,191",14.4,0.62542244,0.461715472,0.061974912,0,0,0.116406552,0,0.219654169,0,0,0,0,0,0,1.835833165
201203033,PRIAs,Johnston,2012,Forereef,16.77251297,-169.5117211,"1,922",14.3,0,0.284909875,0.545692162,0,0,0.871822984,0,1.094555382,0,0,0.094965109,0,0,0,2.992071284
201203034,PRIAs,Johnston,2012,Forereef,16.78159463,-169.4938063,"2,181",12.9,0,0.35041259,0,0,0,0.119404884,0,0,0,0,0,0,0,0,1.406368974
